Gene,Drug,Interaction Score,Interaction Type
ERBB3,DULIGOTUZUMAB,1.338558937407321,"antibody (INHIBITORY), inhibitor (INHIBITORY)"
ERBB3,TARLOXOTINIB,0.2509798007638728,inhibitor (INHIBITORY)
ERBB3,CETUXIMAB,0.02713295143393219,Unknown
ERBB3,TRAMETINIB DIMETHYL SULFOXIDE,0.02135998304373385,Unknown
ERBB3,SERIBANTUMAB,1.003919203055491,inhibitor (INHIBITORY)
ERBB3,AMG-888,1.003919203055491,inhibitor (INHIBITORY)
ERBB3,ELGEMTUMAB,2.007838406110982,inhibitor (INHIBITORY)
ERBB3,ZENOCUTUZUMAB,0.5019596015277455,inhibitor (INHIBITORY)
ERBB3,SERIBANTUMAB,0.5019596015277455,inhibitor (INHIBITORY)
ERBB3,SELUMETINIB,0.03042179403198457,Unknown
ERBB3,LUMRETUZUMAB,1.003919203055491,Unknown
ERBB3,MM-151,0.3346397343518303,Unknown
ERBB3,ISTIRATUMAB,0.6692794687036606,inhibitor (INHIBITORY)
ERBB3,PAN-HER KINASE INHIBITOR AC480,0.2509798007638728,Unknown
ERBB3,VANDETANIB,0.01730895177681881,inhibitor (INHIBITORY)
ERBB3,DARIZMETINIB,1.003919203055491,inhibitor (INHIBITORY)
ERBB3,POZIOTINIB,0.3346397343518303,inhibitor (INHIBITORY)
ERBB3,CURCUMIN,0.03042179403198457,Unknown
ERBB3,KBP5209,0.2509798007638728,inhibitor (INHIBITORY)
ERBB3,ANTI-HER3 MONOCLONAL ANTIBODY GSK2849330,1.003919203055491,Unknown
ERBB3,MEK INHIBITOR I,0.3346397343518303,inhibitor (INHIBITORY)
ERBB3,MOMELOTINIB,0.07722455408119162,inhibitor (INHIBITORY)
ERBB3,SAPITINIB,0.2868340580158546,inhibitor (INHIBITORY)
ERBB3,ERLOTINIB,0.01792712862599091,Unknown
ERBB3,PERTUZUMAB,0.5019596015277455,Unknown
ERBB3,TRASTUZUMAB,0.2230931562345535,Unknown
ERBB3,AV-203,2.007838406110982,inhibitor (INHIBITORY)
ERBB3,DOCETAXEL ANHYDROUS,0.02419082417001183,Unknown
ERBB3,ANTI-ERBB3 MONOCLONAL ANTIBODY CDX-3379,2.007838406110982,Unknown
ERBB3,ANTI-ERBB3 MONOCLONAL ANTIBODY REGN1400,1.003919203055491,Unknown
ERBB3,PATRITUMAB DERUXTECAN,0.5019596015277455,binder (None)
ERBB3,"HER2 INHIBITOR CP-724,714",1.003919203055491,Unknown
ERBB3,MARGETUXIMAB,0.2007838406110982,inhibitor (INHIBITORY)
ERBB3,CARBOPLATIN,0.02334695821059281,Unknown
ERBB3,AFATINIB,0.1115465781172767,Unknown
ERBB3,ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013,0.3346397343518303,Unknown
ERBB3,CDX-3379,2.007838406110982,inhibitor (INHIBITORY)
ERBB3,STAUROSPORINE,0.05905407076797005,inhibitor (INHIBITORY)
ERBB3,DIMETHYLCURCUMIN,0.4015676812221964,Unknown
ERBB3,LUMRETUZUMAB,1.003919203055491,inhibitor (INHIBITORY)
ERBB3,MM-111,1.505878804583236,"inhibitor (INHIBITORY), antibody (INHIBITORY)"
ERBB3,METHYLCURCUMIN,0.5019596015277455,Unknown
ERBB3,PATRITUMAB,1.338558937407321,"inhibitor (INHIBITORY), antibody (INHIBITORY)"
ERBB3,CIMAGLERMIN ALFA,0.3346397343518303,Unknown
ERBB3,DACOMITINIB ANHYDROUS,0.1673198671759151,inhibitor (INHIBITORY)
ERBB3,MM-121,4.015676812221964,"inhibitor (INHIBITORY), antibody (INHIBITORY)"
ERBB3,ANTI-ERBB3 MONOCLONAL ANTIBODY AV-203,0.3346397343518303,antibody (INHIBITORY)
ERBB3,COMPOUND 11 [PMID: 26431428],0.2007838406110982,inhibitor (INHIBITORY)
RPL13,DOCETAXEL ANHYDROUS,0.179703265262945,Unknown
RPL13,CYCLOHEXIMIDE,0.07850195272012861,inhibitor (INHIBITORY)
RPL13,ATALUREN,0.0909473842489295,modulator (None)
RPL13,DORLIMOMAB ARITOX,0.09322106885515273,inhibitor (INHIBITORY)
RPL13,THALIDOMIDE,0.4031181355898496,Unknown
RPL13,MT-3724,0.09207019146187925,inhibitor (INHIBITORY)
RPL13,EXALUREN,0.09322106885515273,modulator (None)
ITGB3,EPTIFIBATIDE,3.480253237259035,inhibitor (INHIBITORY)
ITGB3,ATN-161,0.8700633093147588,inhibitor (INHIBITORY)
ITGB3,ABCIXIMAB,1.740126618629517,inhibitor (INHIBITORY)
ITGB3,CYPATE,3.480253237259035,Unknown
ITGB3,INTETUMUMAB,2.320168824839357,inhibitor (INHIBITORY)
ITGB3,INTEGRIN RECEPTOR ANTAGONIST GLPG0187,0.5800422062098393,Unknown
ITGB3,ZALUNFIBAN,1.740126618629517,inhibitor (INHIBITORY)
ITGB3,CILENGITIDE,3.480253237259035,inhibitor (INHIBITORY)
ITGB3,ANTI-THYMOCYTE GLOBULIN,0.3163866579326396,Unknown
ITGB3,TIROFIBAN HYDROCHLORIDE,1.740126618629517,inhibitor (INHIBITORY)
ITGB3,ABITUZUMAB,0.5800422062098393,inhibitor (INHIBITORY)
ITGB3,TIROFIBAN,2.784202589807228,Unknown
ITGB3,GANTOFIBAN,1.740126618629517,Unknown
ITGB3,ETARACIZUMAB,0.8700633093147588,inhibitor (INHIBITORY)
ITGB3,TADOCIZUMAB,1.740126618629517,inhibitor (INHIBITORY)
FGFR2,INFIGRATINIB,0.6889390188699239,inhibitor (INHIBITORY)
FGFR2,ORANTINIB,0.09231440947636699,inhibitor (INHIBITORY)
FGFR2,ERDAFITINIB,0.92314409476367,inhibitor (INHIBITORY)
FGFR2,FGFR1/2/3 INHIBITOR TYRA-200,0.6000436615963854,Unknown
FGFR2,FUTIBATINIB,0.8727907805038334,inhibitor (INHIBITORY)
FGFR2,FEXAGRATINIB,1.800130984789156,inhibitor (INHIBITORY)
FGFR2,DERAZANTINIB,0.450032746197289,inhibitor (INHIBITORY)
FGFR2,FULVESTRANT,0.07200523939156624,Unknown
FGFR2,HMPL-453,0.4000291077309236,inhibitor (INHIBITORY)
FGFR2,PAZOPANIB,0.08421665425914182,Unknown
FGFR2,FGFR2 INHIBITOR 3HP-2827,0.6000436615963854,Unknown
FGFR2,AZD-4547,0.1500109153990963,inhibitor (INHIBITORY)
FGFR2,BUPARLISIB,0.04800349292771083,Unknown
FGFR2,PONATINIB,0.3000218307981927,inhibitor (INHIBITORY)
FGFR2,RG-1530,0.006383443208472186,inhibitor (INHIBITORY)
FGFR2,TG100-801,0.03750272884977409,inhibitor (INHIBITORY)
FGFR2,ENMD-981693,0.03158124534717817,inhibitor (INHIBITORY)
FGFR2,FP-1039,0.3000218307981927,antibody (INHIBITORY)
FGFR2,LENVATINIB,0.1579062267358909,inhibitor (INHIBITORY)
FGFR2,GEMCITABINE,0.01304442742600837,Unknown
FGFR2,BRIVANIB,0.2571615692555938,inhibitor (INHIBITORY)
FGFR2,SUNITINIB,0.05000363846636545,Unknown
FGFR2,ROGARATINIB,0.5143231385111876,inhibitor (INHIBITORY)
FGFR2,APRUTUMAB,0.6000436615963854,Unknown
FGFR2,ENMD-2076,0.03871249429654099,inhibitor (INHIBITORY)
FGFR2,LUCITANIB,0.04000291077309236,inhibitor (INHIBITORY)
FGFR2,AEE-788,0.1000072769327309,Unknown
FGFR2,THALIDOMIDE,0.03243479251872353,Unknown
FGFR2,MEK INHIBITOR RO4987655,0.2400174646385541,Unknown
FGFR2,PD173074,0.6000436615963854,Unknown
FGFR2,CETRELIMAB,0.2000145538654618,Unknown
FGFR2,RABEPRAZOLE,0.04615720473818349,inhibitor (INHIBITORY)
FGFR2,LY-2874455,0.1500109153990963,inhibitor (INHIBITORY)
FGFR2,TRAMETINIB DIMETHYL SULFOXIDE,0.05106754566777748,Unknown
FGFR2,GUNAGRATINIB,0.2000145538654618,Unknown
FGFR2,MUPARFOSTAT,0.06000436615963853,Unknown
FGFR2,VEMURAFENIB,0.03243479251872353,Unknown
FGFR2,OLVEREMBATINIB,0.2000145538654618,Unknown
FGFR2,APRUTUMAB IXADOTIN,0.1125081865493222,binder (None)
FGFR2,FGFR INHIBITOR DEBIO 1347,0.2000145538654618,inhibitor (INHIBITORY)
FGFR2,PEMIGATINIB,1.900138261721887,inhibitor (INHIBITORY)
FGFR2,TRAFERMIN,0.450032746197289,agonist (ACTIVATING)
FGFR2,PRN1371,0.1714410461703958,Unknown
FGFR2,ALOFANIB,0.6000436615963854,Unknown
FGFR2,LY2874455,0.08572052308519792,Unknown
FGFR2,NINTEDANIB ESYLATE,0.1440104787831324,inhibitor (INHIBITORY)
FGFR2,TRABECTEDIN,0.2400174646385541,Unknown
FGFR2,LEUCOVORIN CALCIUM,0.03333575897757696,Unknown
FGFR2,S-49076,0.6000436615963854,Unknown
FGFR2,BRIVANIB ALANINATE,0.08572052308519792,inhibitor (INHIBITORY)
FGFR2,CP-459632,0.07500545769954818,inhibitor (INHIBITORY)
FGFR2,ZOTATIFIN,0.3000218307981927,Unknown
FGFR2,SELUMETINIB,0.05454942378148959,Unknown
FGFR2,SEGIGRATINIB,0.4000291077309236,Unknown
FGFR2,NAVITOCLAX,0.07500545769954818,Unknown
FGFR2,LIRAFUGRATINIB,0.9000654923945781,Unknown
FGFR2,ALPELISIB,0.03333575897757696,Unknown
FGFR2,CEDIRANIB,0.04286026154259896,Unknown
FGFR2,MK-2461,0.02500181923318272,Unknown
FGFR2,MASITINIB,0.03529668597625796,inhibitor (INHIBITORY)
FGFR2,BEMARITUZUMAB,0.9000654923945781,inhibitor (INHIBITORY)
FGFR2,XL-999,0.05454942378148959,inhibitor (INHIBITORY)
FGFR2,ABT-737,0.3000218307981927,Unknown
FGFR2,XL999,0.06000436615963853,inhibitor (INHIBITORY)
FGFR2,TASURGRATINIB,0.08572052308519792,inhibitor (INHIBITORY)
FGFR2,TEMUTERKIB,0.1714410461703958,Unknown
FGFR2,INAVOLISIB,0.4000291077309236,Unknown
FGFR2,PHA-665752,0.2400174646385541,Unknown
FGFR2,FGFR INHIBITOR CPL304110,0.6000436615963854,Unknown
FGFR2,PALIFERMIN,0.3000218307981927,agonist (ACTIVATING)
FGFR2,REGORAFENIB,0.1090988475629791,inhibitor (INHIBITORY)
FGFR2,ODM-203,0.6000436615963854,Unknown
FGFR2,AKT INHIBITOR MK2206,0.08572052308519792,Unknown
FGFR2,TASURGRATINIB,1.000072769327309,Unknown
FGFR2,ZOLIGRATINIB,2.000145538654618,Unknown
FGFR2,PICTILISIB,0.05454942378148959,Unknown
FGFR2,AVUTOMETINIB,0.1333430359103078,Unknown
FGFR2,PEGINTERFERON ALFA-2A,0.02069116074470294,Unknown
FGFR2,FLUOROURACIL,0.01034558037235147,Unknown
FGFR2,DOVITINIB,0.1069384743439102,inhibitor (INHIBITORY)
FGFR2,OXALIPLATIN,0.03158124534717817,Unknown
FGFR2,FGF RECEPTOR ANTAGONIST HGS1036,0.6000436615963854,Unknown
FGFR2,INFIGRATINIB PHOSPHATE,0.1500109153990963,inhibitor (INHIBITORY)
FGFR2,VARGATEF,0.07500545769954818,inhibitor (INHIBITORY)
FGFR2,XL228,0.1714410461703958,inhibitor (INHIBITORY)
FGFR2,TINENGOTINIB,1.200087323192771,Unknown
FGFR2,KIN-3248,1.200087323192771,Unknown
SLC46A1,PEMETREXED DISODIUM,2.007838406110982,Unknown
SLC46A1,METHOTREXATE,0.6327733158652792,Unknown
SLC46A1,FOLIC ACID,0.725052757762299,Unknown
DMD,CASIMERSEN,7.457685508412219,Unknown
DMD,SUVODIRSEN,7.457685508412219,Unknown
DMD,ETEPLIRSEN,14.91537101682443,Unknown
DMD,BMN-044,7.457685508412219,Unknown
DMD,VILTOLARSEN,7.457685508412219,Unknown
DMD,ATALUREN,0.0909473842489295,Unknown
DMD,GOLODIRSEN,14.91537101682443,Unknown
GPR21,NAVITOCLAX,0.4078421762412932,inhibitor (INHIBITORY)
GPR21,APG-1252-M1,3.262737409930345,inhibitor (INHIBITORY)
GPR21,ABT-737,2.175158273286897,inhibitor (INHIBITORY)
GPR21,LISAFTOCLAX,3.262737409930345,inhibitor (INHIBITORY)
GPR21,OBATOCLAX,0.8156843524825864,inhibitor (INHIBITORY)
GPR21,VENETOCLAX,0.2966124918118496,inhibitor (INHIBITORY)
GPR21,SONROTOCLAX,6.525474819860691,inhibitor (INHIBITORY)
GPR21,AZD4320,3.262737409930345,inhibitor (INHIBITORY)
APLNR,AZELAPRAG,13.05094963972138,Unknown
APLNR,APELIN,26.10189927944276,agonist (ACTIVATING)
PPP1CA,MICROCYSTIN-LR,4.350316546573794,inhibitor (INHIBITORY)
PPP1CA,CHEMBL:CHEMBL1503729,0.966737010349732,Unknown
PPP1CA,DEMETHYL-CANTHARIDIN,4.350316546573794,Unknown
PPP1CA,CANTHARIDIN,5.800422062098392,inhibitor (INHIBITORY)
PPP1CA,OKADAIC ACID,2.900211031049196,inhibitor (INHIBITORY)
PPP1CA,CALYCULIN A,2.900211031049196,inhibitor (INHIBITORY)
PTP4A3,EMODIN,2.007838406110982,Unknown
PTP4A3,CETUXIMAB,0.7054567372822369,Unknown
NUMA1,CALCIUM CHANNEL BLOCKER,11.60084412419678,Unknown
CSNK1G3,PHA-767491,0.1581933289663198,Unknown
CSNK1G3,CVT-6883,0.9491599737979188,Unknown
CSNK1G3,TAK-715,0.4350316546573794,Unknown
CSNK1G3,SP-600125,0.1173119068739,Unknown
CSNK1G3,CENISERTIB,0.08848101450658565,Unknown
AKR1C2,URSODIOL,3.262737409930345,Unknown
DDR2,REGORAFENIB,0.6327733158652792,inhibitor (INHIBITORY)
DDR2,DASATINIB ANHYDROUS,0.9616489208215756,inhibitor (INHIBITORY)
DDR2,NILOTINIB,1.305094963972138,Unknown
DDR2,SARACATINIB,1.606270724888785,Unknown
DDR2,ERLOTINIB,1.118652826261833,Unknown
PDZRN3,IRINOTECAN HYDROCHLORIDE,1.657263446313826,Unknown
CYP2B6,IMATINIB,0.02265789868007184,Unknown
CYP2B6,SELEGILINE,0.2447053057447759,Unknown
CYP2B6,OSPEMIFENE,0.3262737409930346,Unknown
CYP2B6,LEVAMISOLE,0.4078421762412932,Unknown
CYP2B6,BUSULFAN,0.08586151078764068,Unknown
CYP2B6,FENTANYL CITRATE,0.02718947841608621,Unknown
CYP2B6,MITOTANE,0.1812631894405747,Unknown
CYP2B6,CHEMBL:CHEMBL530733,0.1165263360689409,Unknown
CYP2B6,ARTEMETHER,0.3262737409930346,Unknown
CYP2B6,TENOFOVIR,0.1165263360689409,Unknown
CYP2B6,ARTEMOTIL,0.2039210881206466,Unknown
CYP2B6,TAMOXIFEN,0.02509798007638727,Unknown
CYP2B6,ETHINYL ESTRADIOL,0.08156843524825864,Unknown
CYP2B6,AMPHOTERICIN B LIPOSOMAL,0.1254899003819364,Unknown
CYP2B6,PHENOBARBITAL,0.08586151078764068,Unknown
CYP2B6,DESIPRAMINE,0.02091498339698939,Unknown
CYP2B6,POLY IC,0.4078421762412932,Unknown
CYP2B6,CYCLOPHOSPHAMIDE ANHYDROUS,0.05035088595571521,Unknown
CYP2B6,CLOPIDOGREL,0.02330526721378818,Unknown
CYP2B6,O6-BENZYLGUANINE,0.8156843524825864,Unknown
CYP2B6,IFOSFAMIDE,0.1747895041034114,Unknown
CYP2B6,RITONAVIR,0.06042106314685825,Unknown
CYP2B6,RIFAMPIN,0.0873947520517057,Unknown
CYP2B6,HYDROMORPHONE HYDROCHLORIDE,0.0627449501909682,Unknown
CYP2B6,EFAVIRENZ,0.1223526528723879,Unknown
CYP2B6,ISONIAZID,0.1812631894405747,Unknown
CYP2B6,ESMETHADONE,2.854895233689052,Unknown
CYP2B6,GENISTEIN,0.02812704663733056,Unknown
CYP2B6,OXYMORPHONE,0.0741531229529624,Unknown
CYP2B6,TYROSINE KINASE INHIBITOR,0.0627449501909682,Unknown
CYP2B6,BUTYLATED HYDROXYTOLUENE,0.1812631894405747,Unknown
CYP2B6,ARTEMISININ,0.2718947841608621,Unknown
CYP2B6,OXYCODONE,0.0627449501909682,Unknown
CYP2B6,COTININE,0.4078421762412932,Unknown
CYP2B6,SORAFENIB,0.01418581482578411,Unknown
CYP2B6,MEPERIDINE HYDROCHLORIDE,0.2447053057447759,Unknown
CYP2B6,PRASUGREL,0.135947392080431,Unknown
CYP2B6,ETHAMBUTOL HYDROCHLORIDE,0.4078421762412932,Unknown
CYP2B6,VORICONAZOLE,0.135947392080431,Unknown
CYP2B6,COLCHICINE,0.0313724750954841,Unknown
CYP2B6,TESTOSTERONE,0.04182996679397879,Unknown
CYP2B6,PYRAZINAMIDE,0.1254899003819364,Unknown
CYP2B6,"3,4-METHYLENEDIOXYMETHAMPHETAMINE",0.2966124918118496,Unknown
CYP2B6,RECOMBINANT HEPATOCYTE GROWTH FACTOR,0.1631368704965173,Unknown
CYP2B6,LEVONORGESTREL,0.2330526721378818,Unknown
CYP2B6,DOXEPIN HYDROCHLORIDE,0.0185382807382406,Unknown
CYP2B6,PAREGORIC,0.01773226853223014,Unknown
CYP2B6,HYDROCODONE,0.05098027203016165,Unknown
CYP2B6,THIOTEPA,0.2447053057447759,inhibitor (INHIBITORY)
CYP2B6,CARBAMAZEPINE,0.03329323887684026,Unknown
CYP2B6,NEVIRAPINE,0.0741531229529624,Unknown
CYP2B6,BICALUTAMIDE,0.1631368704965173,Unknown
CYP2B6,CLOMIPRAMINE,0.02146537769691017,Unknown
CYP2B6,METHADONE HYDROCHLORIDE,0.04798143249897567,Unknown
CYP2B6,AFLATOXIN B1,2.447053057447759,Unknown
CYP2B6,MEPHENYTOIN,0.2039210881206466,Unknown
CYP2B6,MIDAZOLAM HYDROCHLORIDE,0.06797369604021554,Unknown
CYP2B6,TICLOPIDINE,0.1882348505729045,inhibitor (INHIBITORY)
CYP2B6,EMTRICITABINE/TENOFOVIR/EFAVIRENZ,0.8156843524825864,Unknown
CYP2B6,TROFOSFAMIDE,1.631368704965172,Unknown
CYP2B6,TRIMIPRAMINE,0.02471770765098746,Unknown
CYP2B6,SIBUTRAMINE,0.09063159472028738,inhibitor (INHIBITORY)
CYP2B6,MONOAMINE OXIDASE INHIBITOR,0.02812704663733056,Unknown
CYP2B6,METHOTREXATE,0.007415312295296241,Unknown
GSTZ1,DICHLOROACETIC ACID,34.80253237259035,Unknown
BRINP3,URIC ACID,34.80253237259035,Unknown
STIM2,AMINOGLYCOSIDE ANTIBIOTIC,11.60084412419678,Unknown
HSPA9,RHODACYANINE ANALOG MKT-077,156.6113956766566,Unknown
YWHAE,"INSULIN, REGULAR, HUMAN",1.969954662599454,Unknown
SELPLG,NEIHULIZUMAB,52.20379855888553,inhibitor (INHIBITORY)
SELPLG,INCLACUMAB,13.05094963972138,Unknown
FZD1,NICLOSAMIDE,0.966737010349732,Unknown
FZD1,CHEMBL:CHEMBL464249,26.10189927944276,Unknown
FZD1,CHEMBL:CHEMBL593726,26.10189927944276,Unknown
FZD1,VANTICTUMAB,1.864421377103054,inhibitor (INHIBITORY)
FGFR1OP2,BRIVANIB,7.457685508412219,Unknown
FAT1,CAPECITABINE,2.047207786622961,Unknown
NEDD4L,AMILORIDE,2.047207786622962,Unknown
NEDD4L,DIURETIC,5.800422062098392,Unknown
NEDD4L,CITALOPRAM,0.9943580677882958,Unknown
KCNQ2,GUANIDINE HYDROCHLORIDE,0.1273263379485013,blocker (INHIBITORY)
KCNQ2,TEDISAMIL,0.1305094963972138,blocker (INHIBITORY)
KCNQ2,DALFAMPRIDINE,0.1087579136643448,blocker (INHIBITORY)
KCNQ2,EZOGABINE,2.983074203364888,potentiator (None)
KCNQ2,AMIFAMPRIDINE PHOSPHATE,0.1273263379485013,blocker (INHIBITORY)
KCNQ2,NERISPIRDINE,0.104407597117771,blocker (INHIBITORY)
KCNQ2,ICA-105665,1.04407597117771,Unknown
KCNQ2,FLINDOKALNER,0.6525474819860692,activator (ACTIVATING)
KCNQ2,CELECOXIB,0.1558322345041359,Unknown
KCNQ2,AMIFAMPRIDINE,0.1242947584735369,blocker (INHIBITORY)
APBA1,AT-403,1.273263379485013,agonist (ACTIVATING)
APBA1,CEBRANOPADOL,0.1414737088316681,agonist (ACTIVATING)
APBA1,UFP-101,1.273263379485013,inhibitor (INHIBITORY)
APBA1,SB 612111,1.273263379485013,inhibitor (INHIBITORY)
APBA1,UFP-102,1.273263379485013,agonist (ACTIVATING)
APBA1,PEPTIDE III-BTD,1.273263379485013,inhibitor (INHIBITORY)
APBA1,AC-RYYRWK-NH2,1.273263379485013,agonist (ACTIVATING)
APBA1,J-113397,1.273263379485013,inhibitor (INHIBITORY)
APBA1,SR16835,0.4244211264950043,agonist (ACTIVATING)
APBA1,COMPOUND 24 [PMID: 16451050],1.273263379485013,inhibitor (INHIBITORY)
APBA1,SLAZINIC ACID,0.06063158949928633,Unknown
APBA1,[ARG14LYS15]N/OFQ,1.273263379485013,agonist (ACTIVATING)
APBA1,CHEMBL:CHEMBL546649,0.2546526758970026,Unknown
APBA1,(R)-RO65-6570,1.273263379485013,agonist (ACTIVATING)
APBA1,NIFEDIPINE,0.02273684606223237,Unknown
APBA1,[3H]N/OFQ,1.273263379485013,agonist (ACTIVATING)
APBA1,CHEMBL:CHEMBL297304,0.08488422529900087,Unknown
APBA1,AT-076,0.3183158448712532,inhibitor (INHIBITORY)
APBA1,UFP-112,1.273263379485013,agonist (ACTIVATING)
APBA1,NOCICEPTIN/ORPHANIN FQ,0.4244211264950043,agonist (ACTIVATING)
APBA1,[F/G]N/OFQ-(1-13)-NH2,1.273263379485013,agonist (ACTIVATING)
APBA1,SCH221510,0.3183158448712532,agonist (ACTIVATING)
APBA1,JTC-801,0.4244211264950043,inhibitor (INHIBITORY)
APBA1,[NPHE1]N/OFQ-(1-13)-NH2,1.273263379485013,inhibitor (INHIBITORY)
APBA1,MCOPPB,1.273263379485013,agonist (ACTIVATING)
APBA1,SCH486757,1.273263379485013,agonist (ACTIVATING)
APBA1,CHEMBL:CHEMBL1372046,0.3183158448712532,Unknown
APBA1,N/OFQ-(1-13)-NH2,1.273263379485013,agonist (ACTIVATING)
APBA1,AC-RYYRIK-NH2,1.273263379485013,agonist (ACTIVATING)
APBA1,PWT2-N/OFQ,1.273263379485013,agonist (ACTIVATING)
APBA1,CHEMBL:CHEMBL484640,0.1157512163168193,Unknown
APBA1,RO64-6198,1.273263379485013,agonist (ACTIVATING)
APBA1,[(PF)PHE4]N/OFQ-(1-13)-NH2,1.273263379485013,agonist (ACTIVATING)
APBA1,HESPERIDIN,0.2546526758970026,Unknown
APBA1,NIK-21273,1.273263379485013,inhibitor (INHIBITORY)
APBA1,CHEMBL:CHEMBL274921,0.3183158448712532,Unknown
APBA1,CHEMBL:CHEMBL602213,0.1591579224356266,Unknown
APBA1,N/OFQ-NH2,1.273263379485013,agonist (ACTIVATING)
APBA1,LY2940094,0.6366316897425065,inhibitor (INHIBITORY)
APBA1,[3H]LEU-N/OFQ,1.273263379485013,agonist (ACTIVATING)
APBA1,BU08028,0.3183158448712532,agonist (ACTIVATING)
AGAP1,RISPERIDONE,1.558322345041359,Unknown
TAC3,LIOTHYRONINE,3.163866579326396,Unknown
MCAM,ABX-MA1,52.20379855888553,inhibitor (INHIBITORY)
DTNA,LDC1267,1.087579136643448,inhibitor (INHIBITORY)
DTNA,BMS-777607,0.5437895683217243,inhibitor (INHIBITORY)
DTNA,BELIZATINIB,0.3262737409930346,inhibitor (INHIBITORY)
DTNA,RIPK1 INHIBITOR 22B,0.2966124918118496,inhibitor (INHIBITORY)
DTNA,GILTERITINIB,0.1812631894405747,inhibitor (INHIBITORY)
DTNA,METATINIB,1.087579136643448,inhibitor (INHIBITORY)
DTNA,UNC4203,0.8156843524825864,inhibitor (INHIBITORY)
DTNA,SITRAVATINIB,0.2039210881206466,inhibitor (INHIBITORY)
DTNA,MERESTINIB,0.3262737409930346,inhibitor (INHIBITORY)
DTNA,SLC-391,1.087579136643448,inhibitor (INHIBITORY)
DTNA,DENFIVONTINIB,1.631368704965172,inhibitor (INHIBITORY)
DTNA,MK-2461,0.135947392080431,inhibitor (INHIBITORY)
DTNA,UNC8969,0.8156843524825864,inhibitor (INHIBITORY)
DTNA,GROWTH ARREST SPECIFIC PROTEIN 6,1.087579136643448,Unknown
DTNA,ADRIXETINIB,1.087579136643448,inhibitor (INHIBITORY)
DTNA,ZANZALINTINIB,1.087579136643448,inhibitor (INHIBITORY)
HCN1,TRAMADOL,2.175158273286897,Unknown
HCN1,DESMETRAMADOL,7.457685508412219,Unknown
FAH,LY3009120,0.2269730372125457,inhibitor (INHIBITORY)
FAH,SORAFENIB,0.0197367858445692,inhibitor (INHIBITORY)
FAH,TAK-632,0.2521922635694953,inhibitor (INHIBITORY)
FAH,NST-628,0.4539460744250915,inhibitor (INHIBITORY)
FAH,RIPK3 INHIBITOR 18,0.2269730372125457,inhibitor (INHIBITORY)
FAH,ZM336372,0.3242471960179225,inhibitor (INHIBITORY)
FAH,CCT241161,0.3782883953542429,inhibitor (INHIBITORY)
FAH,NAPORAFENIB,0.2837162965156822,inhibitor (INHIBITORY)
FAH,SB590885,0.7565767907084859,inhibitor (INHIBITORY)
FAH,BRIMARAFENIB,1.134865186062728,inhibitor (INHIBITORY)
FAH,MOSPERAFENIB,1.134865186062728,inhibitor (INHIBITORY)
FAH,AVUTOMETINIB,0.7565767907084859,inhibitor (INHIBITORY)
FAH,VEMURAFENIB,0.06134406411149885,inhibitor (INHIBITORY)
FAH,BELVARAFENIB,0.7565767907084859,inhibitor (INHIBITORY)
FAH,AGERAFENIB,0.4539460744250915,inhibitor (INHIBITORY)
FAH,TINLORAFENIB,0.7565767907084859,inhibitor (INHIBITORY)
FAH,OSI-930,0.4539460744250915,inhibitor (INHIBITORY)
FAH,PLIXORAFENIB,1.134865186062728,inhibitor (INHIBITORY)
FAH,BALAMAPIMOD,1.134865186062728,inhibitor (INHIBITORY)
FAH,GW5074,0.103169562369339,inhibitor (INHIBITORY)
FAH,EXARAFENIB,0.7565767907084859,inhibitor (INHIBITORY)
FAH,L779450,1.134865186062728,inhibitor (INHIBITORY)
FAH,CCT196969,0.3782883953542429,inhibitor (INHIBITORY)
HPRT1,MYCOPHENOLATE,1.186449967247398,Unknown
HPRT1,LAMIVUDINE,1.087579136643448,Unknown
HPRT1,NITROSOUREA COMPOUND,13.05094963972138,Unknown
HPRT1,MERCAPTOPURINE,0.5800422062098393,Unknown
ERF,URMC-099,5.800422062098392,inhibitor (INHIBITORY)
RPS6,DORLIMOMAB ARITOX,0.1087579136643448,inhibitor (INHIBITORY)
RPS6,EXALUREN,0.1087579136643448,modulator (None)
RPS6,CYCLOHEXIMIDE,0.09158561150681671,inhibitor (INHIBITORY)
RPS6,MT-3724,0.1074152233721924,inhibitor (INHIBITORY)
RPS6,ATALUREN,0.106105281623751,modulator (None)
RPS6,SONOLISIB,0.483368505174866,inhibitor (INHIBITORY)
NDUFB1,METFORMIN HYDROCHLORIDE,0.3107368961838425,inhibitor (INHIBITORY)
NDUFB1,ME-344,0.3412012977704936,inhibitor (INHIBITORY)
NDUFB1,NV-128,0.3480253237259035,inhibitor (INHIBITORY)
ALDH1L1,METHIONINE,10.4407597117771,Unknown
ALDH1L1,METHYLPHENIDATE HYDROCHLORIDE,1.134865186062729,Unknown
LNPEP,TOSEDOSTAT,0.8700633093147588,inhibitor (INHIBITORY)
LNPEP,COMPOUND 17 [PMID: 23916253],5.800422062098392,inhibitor (INHIBITORY)
LNPEP,INHIBITOR 19 [PMID: 21476495],17.40126618629517,inhibitor (INHIBITORY)
EGR4,LADUVIGLUSIB,0.07733896082797856,inhibitor (INHIBITORY)
