,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneSymbol
230153_at,0.373627003,2.978773681,2.747768822,0.009544785,0.445595752,-2.60812458,NEK9
228378_at,-0.506435615,2.419147927,-2.747163913,0.009559138,0.445595752,-2.6092768,RLIG1
206984_s_at,-0.349573845,2.002328123,-2.746867254,0.009566185,0.445595752,-2.609841816,RIT2
201430_s_at,0.444242857,6.788930017,2.746839143,0.009566852,0.445595752,-2.609895356,DPYSL3
236361_at,0.606198331,5.171428248,2.746833701,0.009566982,0.445595752,-2.609905719,GALNT15
214687_x_at,-0.370094265,5.646254363,-2.746398165,0.009577336,0.445595752,-2.610735173,ALDOA
211925_s_at,-0.498174316,7.41919613,-2.746208697,0.009581844,0.445595752,-2.61109598,PLCB1
213991_s_at,0.314070219,2.556210364,2.746056304,0.009585471,0.445595752,-2.611386176,HS3ST1
224088_at,0.483984147,3.168811483,2.745604325,0.009596236,0.445595752,-2.612246803,NMUR2
213282_at,-0.393010837,4.560682593,-2.745336039,0.009602631,0.445595752,-2.612757617,APOOL
226420_at,0.60760437,4.195146885,2.745112398,0.009607965,0.445595752,-2.613183406,MECOM
1558631_at,0.316073487,3.43045337,2.744993471,0.009610803,0.445595752,-2.613409822,PPARA
244274_at,0.307383115,4.310678237,2.744863233,0.009613911,0.445595752,-2.613657765,BRPF3-AS1
221960_s_at,-0.471648921,7.080322733,-2.744738818,0.009616881,0.445595752,-2.613894617,RAB2A
236121_at,-0.213650404,1.698281558,-2.743940392,0.009635963,0.446101859,-2.615414454,OR51E2
214428_x_at,0.345515254,6.473027595,2.743230632,0.009652956,0.446510459,-2.616765299,C4A
1554201_at,0.387769475,3.772375275,2.742707579,0.009665496,0.4467126,-2.617760666,CABP4
237360_at,0.268953172,2.733055128,2.741654262,0.009690796,0.446718491,-2.619764797,ACTRT2
213424_at,-0.31620424,2.330050503,-2.741021606,0.009706021,0.446718491,-2.62096833,MATCAP2
229386_at,0.387911621,5.681165982,2.740719901,0.00971329,0.446718491,-2.621542221,ID4
227367_at,0.512345302,4.667418533,2.740328417,0.009722729,0.446718491,-2.622286834,SLCO3A1
217317_s_at,0.640450293,6.075752717,2.739822615,0.009734937,0.446718491,-2.623248792,HERC2P2
228579_at,-0.445258673,6.399544819,-2.73965196,0.009739059,0.446718491,-2.623573329,KCNQ3
225813_at,-0.453764415,4.822294918,-2.739319747,0.009747089,0.446718491,-2.624205069,RC3H2
211685_s_at,-0.38328482,5.952061006,-2.739002676,0.009754758,0.446718491,-2.624807975,NCALD
242626_at,-0.268258066,2.310986248,-2.738836697,0.009758774,0.446718491,-2.625123565,SAMD5
225998_at,0.489490349,3.633634398,2.738695907,0.009762183,0.446718491,-2.625391253,GAB1
1553693_s_at,0.38235084,4.647526797,2.738630267,0.009763772,0.446718491,-2.625516052,CBR4
225968_at,-0.516484758,7.533891731,-2.738476722,0.009767491,0.446718491,-2.625807978,PRICKLE2
204883_s_at,-0.554366099,3.336692586,-2.737421523,0.009793085,0.446718491,-2.627813912,HUS1
233437_at,-0.480221037,5.442626036,-2.737148435,0.009799719,0.446718491,-2.62833298,GABRA4
225996_at,-0.284930227,8.667241042,-2.736186191,0.009823127,0.446943344,-2.630161715,LONRF2
203069_at,-0.381264039,6.801713027,-2.735914957,0.009829735,0.446943344,-2.630677125,SV2A
222553_x_at,-0.756164042,4.6935582,-2.735740801,0.00983398,0.446943344,-2.63100805,OXR1
221047_s_at,-0.485012014,4.580697531,-2.734999324,0.009852072,0.447032584,-2.632416836,MARK1
216939_s_at,0.29375127,3.402101372,2.734261726,0.009870099,0.447032584,-2.633818033,HTR4
202544_at,-0.384349238,7.803161542,-2.733661967,0.009884781,0.447032584,-2.634957222,GMFB
203220_s_at,-0.336533394,4.434110186,-2.733323647,0.009893072,0.447032584,-2.635599767,TLE1
1564841_at,-0.657392791,7.709543424,-2.732741529,0.009907352,0.447032584,-2.636705232,GABRA2
225047_at,-0.249676813,2.184124556,-2.732673146,0.009909031,0.447032584,-2.636835085,NUP58
218375_at,-0.455592243,5.193404821,-2.732319982,0.009917705,0.447032584,-2.637505682,NUDT9
209747_at,0.384804311,3.654163636,2.730663935,0.009958475,0.448131374,-2.64064956,TGFB3
221639_x_at,-0.401276814,4.994142573,-2.730124926,0.009971778,0.448346019,-2.641672592,HNRNPU
222242_s_at,0.310151764,3.127150524,2.72957925,0.009985263,0.448346019,-2.642708156,KLK5
213545_x_at,-0.684034059,6.59852313,-2.729474829,0.009987845,0.448346019,-2.64290631,SNX3
57588_at,-0.798562619,5.75925022,-2.728452602,0.010013159,0.448734343,-2.644845896,SLC24A3
209694_at,-0.404453988,4.758041888,-2.727951346,0.010025593,0.448734343,-2.645796831,PTS
206577_at,-0.699138283,3.217211269,-2.727520545,0.010036291,0.448734343,-2.646614026,VIP
201929_s_at,0.363275244,4.928257065,2.72710871,0.010046528,0.448734343,-2.647395174,PKP4
1558778_s_at,-0.332044746,4.131033933,-2.727047122,0.010048059,0.448734343,-2.647511986,MRTFB
229973_at,-0.534569931,6.376239641,-2.726151357,0.010070362,0.448734343,-2.649210772,ERICH3
217495_x_at,0.284362523,3.983020056,2.725110263,0.010096341,0.449450938,-2.651184765,CALCA
235433_at,-0.330739052,6.393937073,-2.723303636,0.01014157,0.449450938,-2.654609232,APOOL
223529_at,-0.327565005,9.05122096,-2.723059452,0.010147698,0.449450938,-2.655071983,SYT4
57163_at,0.391557724,3.638534133,2.723058475,0.010147722,0.449450938,-2.655073835,ELOVL1
201387_s_at,-0.541041405,8.270552863,-2.722597116,0.010159309,0.449450938,-2.655948087,UCHL1
211679_x_at,-0.407095009,6.810878063,-2.722552627,0.010160427,0.449450938,-2.656032387,GABBR2
238522_at,0.310415332,4.161991312,2.720213946,0.010219358,0.45123014,-2.660462711,PPP3CB-AS1
223108_s_at,-0.581562199,5.619158538,-2.720175177,0.010220338,0.45123014,-2.660536134,ZCCHC17
210582_s_at,0.372505992,4.176666419,2.719974599,0.010225407,0.45123014,-2.660915998,LIMK2
219855_at,-0.66416419,5.756165623,-2.719394241,0.010240089,0.451513583,-2.662015012,NUDT11
223095_at,0.314584779,4.301201318,2.71895669,0.01025117,0.45163798,-2.662843506,MARVELD1
209703_x_at,0.21835738,7.248619248,2.718119516,0.010272404,0.452209092,-2.664428462,TMT1A
1555536_at,0.349017117,3.06462571,2.717199168,0.010295795,0.452750089,-2.66617056,ANTXR2
214752_x_at,0.333372133,5.437305769,2.716936413,0.010302482,0.452750089,-2.666667858,FLNA
47550_at,-0.274210038,5.898563007,-2.716659408,0.010309536,0.452750089,-2.667192095,LZTS1
1552990_at,0.331351737,2.529607687,2.71600381,0.010326249,0.452799875,-2.668432705,GARIN5B
238572_at,-0.396108076,5.59776743,-2.715965237,0.010327233,0.452799875,-2.668505693,STK16
220113_x_at,0.2544018,7.047327264,2.715267751,0.010345043,0.452812271,-2.669825367,POLR1B
218101_s_at,-0.408275495,5.764643365,-2.715224141,0.010346157,0.452812271,-2.669907872,NDUFC2
222119_s_at,-0.371904014,5.865479641,-2.714981463,0.010352361,0.452812271,-2.67036698,FBXO11
219470_x_at,0.234167909,4.890695987,2.714270685,0.010370552,0.453245332,-2.671711517,CCNJ
206654_s_at,-0.347012397,6.387753511,-2.71344854,0.01039163,0.453256561,-2.673266469,POLR3G
217466_x_at,0.556546326,3.872963704,2.71336681,0.010393727,0.453256561,-2.673421033,RPS2
1563842_at,0.426941126,3.272531805,2.71271865,0.010410376,0.453256561,-2.674646706,PIGG
1563101_at,-0.341961761,1.905974742,-2.712374655,0.010419221,0.453256561,-2.675297132,BMAL2-AS1
202867_s_at,0.324624224,2.833816109,2.712204878,0.01042359,0.453256561,-2.675618129,DNAJB12
229365_at,-0.275582149,7.133207688,-2.711913735,0.010431085,0.453256561,-2.676168566,PPP1R3F
227740_at,-0.592928792,8.81239486,-2.711679108,0.010437129,0.453256561,-2.676612129,UHMK1
1557218_s_at,0.469946497,2.513842441,2.709967146,0.010481326,0.454454012,-2.679847917,FANCB
200874_s_at,0.435430856,3.420194032,2.708115727,0.01052932,0.456074659,-2.683345959,NOP56
212564_at,-0.353376881,4.540003581,-2.707864372,0.010535851,0.456074659,-2.683820758,KCTD2
239249_at,0.361719589,5.011084398,2.707236052,0.010552195,0.456074659,-2.685007515,BCL6
1561316_at,-0.593200215,3.395282668,-2.706893198,0.010561123,0.456074659,-2.685655024,GABRB3
215979_s_at,0.228896681,5.400577787,2.706257811,0.010577687,0.456074659,-2.686854877,SLC7A1
218396_at,0.339872169,7.728416353,2.706059291,0.010582867,0.456074659,-2.687229726,VPS13C
238419_at,0.644668841,3.231862517,2.70561068,0.010594582,0.456074659,-2.688076739,PHLDB2
215384_s_at,-0.346375086,5.982754571,-2.705339381,0.010601672,0.456074659,-2.688588936,MAP1A
240425_x_at,-0.422554001,5.900894822,-2.705023875,0.010609924,0.456074659,-2.689184552,ROBO2
229724_at,-0.451719453,6.183519796,-2.704653718,0.010619612,0.456074659,-2.689883289,GABRB3
204285_s_at,0.578082785,2.440009416,2.704366151,0.010627144,0.456074659,-2.690426086,PMAIP1
243556_at,0.284861316,2.551726449,2.703291995,0.010655324,0.456925349,-2.692453304,NGEF
200604_s_at,-0.368826804,9.003643307,-2.702329988,0.01068062,0.457292785,-2.694268471,PRKAR1A
213268_at,-0.508537686,4.264137269,-2.701190038,0.010710667,0.457862179,-2.696418901,CAMTA1
231930_at,-0.511570764,4.443983258,-2.700156754,0.010737971,0.45835002,-2.698367658,ELMOD1
214671_s_at,0.280690882,5.632487381,2.699793443,0.010747586,0.45835002,-2.699052751,ABR
1564746_at,-0.323297463,4.532401817,-2.699121815,0.010765383,0.45835002,-2.700319097,SLC9B2
210995_s_at,-0.42330957,4.352039663,-2.699087459,0.010766294,0.45835002,-2.70038387,TRIM23
223174_at,-0.585105564,5.241988585,-2.698467824,0.010782738,0.458434077,-2.701552013,BTBD10
209702_at,-0.33827781,8.116012947,-2.697242318,0.010815331,0.459195045,-2.703861887,FTO
229303_at,-0.354238155,8.262951033,-2.696828544,0.010826356,0.459195045,-2.704641643,SF3B1
239159_at,-0.471193019,5.145865376,-2.696117619,0.010845323,0.459195045,-2.705981218,GOSR2
241687_at,-0.312959773,1.874372837,-2.695725565,0.010855795,0.459195045,-2.706719866,WDR12
213758_at,-0.322964008,3.409976476,-2.695320377,0.010866629,0.459195045,-2.707483191,COX4I1
208227_x_at,-0.368134541,2.668282664,-2.695053062,0.010873782,0.459195045,-2.707986745,ADAM22
200000_s_at,0.279483105,3.483866864,2.694015152,0.010901595,0.459195045,-2.709941623,PRPF8
225050_at,-0.334005238,4.911720443,-2.693629661,0.010911942,0.459195045,-2.710667575,ZNF512
217986_s_at,0.475039691,3.805905098,2.693519543,0.0109149,0.459195045,-2.710874936,BAZ1A
213590_at,0.368216727,4.064593239,2.693016553,0.010928418,0.459195045,-2.711822046,SLC16A5
225113_at,-0.515508469,3.526417072,-2.692283341,0.010948151,0.459195045,-2.713202467,AGPS
203754_s_at,0.363973883,4.570777317,2.691386359,0.010972336,0.459195045,-2.714890923,BRF1
207203_s_at,0.344321536,2.854577109,2.691028787,0.010981991,0.459195045,-2.715563913,NR1I2
235333_at,-0.389578504,4.315657047,-2.690890186,0.010985736,0.459195045,-2.715824762,B4GALT6
217773_s_at,-0.650480579,7.295903056,-2.690267763,0.011002567,0.459195045,-2.716996074,NDUFA4
202832_at,-0.64359894,5.154469945,-2.690167924,0.011005269,0.459195045,-2.717183942,GCC2
239357_at,-0.318951162,6.523684406,-2.690073493,0.011007825,0.459195045,-2.717361629,ATP2B2
200822_x_at,-0.436453674,5.561224604,-2.689871276,0.0110133,0.459195045,-2.717742123,TPI1
213939_s_at,-0.36688825,6.841380107,-2.689602505,0.011020582,0.459195045,-2.718247819,RUFY3
238600_at,-0.315700867,6.196320456,-2.689535245,0.011022405,0.459195045,-2.718374365,JAKMIP1
211276_at,-0.480804687,8.356708826,-2.688898889,0.011039666,0.459195045,-2.719571541,TCEAL2
235706_at,0.366443241,2.830519029,2.688681843,0.011045559,0.459195045,-2.71997983,CPM
239241_at,0.401268996,5.463745791,2.688672896,0.011045802,0.459195045,-2.719996662,TMEM123-DT
201628_s_at,-0.42980421,6.252585334,-2.688539548,0.011049424,0.459195045,-2.720247495,RRAGA
236234_at,-0.699762556,7.137370697,-2.688319435,0.011055406,0.459195045,-2.720661522,PDE1A
206624_at,-0.491067839,1.993648057,-2.687796252,0.011069634,0.459195045,-2.721645537,USP9Y
200626_s_at,-0.447257063,7.520036224,-2.687577338,0.011075593,0.459195045,-2.722057243,MATR3
203500_at,0.282013621,3.722913854,2.687339776,0.011082063,0.459195045,-2.722503995,GCDH
1564040_a_at,0.541237592,2.993608163,2.685910689,0.011121057,0.459195045,-2.725191014,TMEM235
32091_at,-0.362203054,8.328068376,-2.685620234,0.011128997,0.459195045,-2.725737036,SLC25A44
205385_at,0.555565816,4.563326503,2.685350859,0.011136367,0.459195045,-2.726243397,MDM2
212348_s_at,0.283806896,3.203862383,2.685184327,0.011140925,0.459195045,-2.726556424,KDM1A
206045_s_at,-0.459976066,4.649562357,-2.684399488,0.011162429,0.459195045,-2.728031514,NOL4
242825_at,-0.332144135,4.346935585,-2.684196292,0.011168003,0.459195045,-2.728413376,PLPPR5
217717_s_at,-0.58276272,7.38674726,-2.683956353,0.011174588,0.459195045,-2.728864265,YWHAB
219690_at,0.261632105,4.902848178,2.683661767,0.011182678,0.459195045,-2.729417817,IGFLR1
228850_s_at,-0.699977323,6.642182513,-2.683637307,0.01118335,0.459195045,-2.729463777,SLIT2
207406_at,-0.213886877,1.449113493,-2.683595027,0.011184511,0.459195045,-2.72954322,CYP7A1
228910_at,0.216073653,4.611002701,2.683473523,0.01118785,0.459195045,-2.729771522,CD82
218121_at,-0.268761245,4.269994716,-2.683123169,0.011197482,0.459195045,-2.73042979,HMOX2
229092_at,-0.458443312,2.240336253,-2.682680619,0.011209661,0.459195045,-2.73126121,NR2F2
228680_at,-0.980148239,6.889278689,-2.68238937,0.011217682,0.459195045,-2.731808337,KIF3A
222593_s_at,-0.635941316,4.742134082,-2.681365112,0.011245934,0.459195045,-2.733732182,SPATS2
221982_x_at,-0.285038225,6.285329842,-2.681087128,0.011253612,0.459195045,-2.734254239,PLXNA3
238855_at,0.375457812,5.158437186,2.68077622,0.011262207,0.459195045,-2.734838091,AHNAK
236025_at,0.221623444,2.017147769,2.68068005,0.011264866,0.459195045,-2.73501868,NCOR2
1553504_at,0.287322058,2.901088746,2.680433668,0.011271682,0.459195045,-2.73548132,MRGPRX4
213584_s_at,0.335681271,4.893891424,2.680203297,0.011278059,0.459195045,-2.735913874,CREBZF
209779_at,-0.284510334,2.635772577,-2.679370814,0.011301131,0.459195045,-2.737476793,LLPH
211978_x_at,-0.364681184,8.875511156,-2.678908821,0.011313953,0.459195045,-2.738344024,PPIA
207169_x_at,0.256615666,5.139206352,2.678839738,0.011315872,0.459195045,-2.738473695,DDR1
205373_at,-0.539329098,6.277843966,-2.678751958,0.01131831,0.459195045,-2.738638461,CTNNA2
223037_at,-0.437024261,4.436847248,-2.67853536,0.011324329,0.459195045,-2.739045002,PDZD11
224395_s_at,0.379487477,5.02006072,2.677527314,0.011352378,0.459195045,-2.740936797,RNF7
235604_x_at,-0.289536577,3.968304464,-2.677469033,0.011354001,0.459195045,-2.74104616,ZNF493
232457_at,0.387705482,7.519651685,2.677201875,0.011361447,0.459195045,-2.741547458,LIMCH1
228620_at,-0.332643596,1.996934762,-2.677175317,0.011362187,0.459195045,-2.74159729,CHROMR
1565702_at,0.337678164,1.845178818,2.676931636,0.011368983,0.459195045,-2.742054505,SMAD4
220526_s_at,-0.461127345,6.155949635,-2.676818254,0.011372146,0.459195045,-2.742267234,MRPL20
203914_x_at,-0.306035796,1.746997301,-2.676692395,0.011375658,0.459195045,-2.742503368,HPGD
238828_at,-0.370466456,4.304588547,-2.676641848,0.011377069,0.459195045,-2.7425982,MFSD4B
222088_s_at,-0.296699671,7.697008015,-2.67653175,0.011380142,0.459195045,-2.742804756,SLC2A3
1558725_at,-0.565284117,7.829186247,-2.675651136,0.011404754,0.459676493,-2.744456692,SRRM3
220796_x_at,0.256313503,9.154726933,2.675503355,0.011408889,0.459676493,-2.744733882,SLC35E1
203817_at,-0.411583793,3.035578512,-2.674725402,0.01143068,0.459922666,-2.746192925,GUCY1B1
207789_s_at,-0.552345344,6.025705567,-2.674684632,0.011431823,0.459922666,-2.746269382,DPP6
202721_s_at,-0.412317286,5.902360091,-2.673762752,0.011457697,0.460279376,-2.747998018,GFPT1
206051_at,-0.595449709,5.124043369,-2.673625045,0.011461567,0.460279376,-2.748256206,ELAVL4
209894_at,0.275615543,1.886216278,2.67226289,0.01149991,0.460279376,-2.750809688,LEPR
228823_at,0.323500547,6.032674125,2.67192095,0.011509554,0.460279376,-2.751450565,POLR2J2
242272_at,-0.431935951,5.164838945,-2.671552376,0.011519957,0.460279376,-2.752141305,ZNF785
215863_at,0.253987804,4.681788665,2.671419122,0.011523721,0.460279376,-2.752391021,TFR2
212416_at,-0.271802107,8.359641273,-2.671219577,0.011529358,0.460279376,-2.752764952,SCAMP1
201556_s_at,-0.29210927,7.819009747,-2.671088503,0.011533063,0.460279376,-2.753010566,VAMP2
1558154_at,0.325183338,5.690146006,2.671080394,0.011533292,0.460279376,-2.75302576,LLGL2
204684_at,-0.475434576,8.214727576,-2.670221051,0.011557608,0.460913358,-2.754635858,NPTX1
236057_at,-0.314437205,4.264819346,-2.669541925,0.011576858,0.461311831,-2.755908079,KCTD1
217684_at,0.360089695,2.598396236,2.669213432,0.01158618,0.461311831,-2.756523383,TYMS
223043_at,-0.569377436,3.174902983,-2.668976357,0.011592912,0.461311831,-2.756967423,EMC4
214267_s_at,0.34860564,6.326623095,2.667689382,0.01162952,0.462095939,-2.759377513,CADM4
223679_at,0.309857169,4.905027185,2.666916389,0.011651559,0.462295645,-2.760824749,CTNNB1
211766_s_at,-0.339434477,1.948146733,-2.66624962,0.011670601,0.462295645,-2.762072908,PNLIPRP2
235097_at,0.338097353,3.956493571,2.665948557,0.011679209,0.462295645,-2.762636422,TRMT44
39402_at,-0.411860846,3.809414323,-2.665755189,0.01168474,0.462295645,-2.762998338,IL1B
225485_at,-0.479732696,2.956212061,-2.665440979,0.011693733,0.462295645,-2.763586395,CEP41
225267_at,-0.416779743,6.173611685,-2.664976977,0.011707026,0.462486738,-2.764454719,KPNA4
222729_at,-0.58923939,8.218369956,-2.664499965,0.011720706,0.462624745,-2.765347295,FBXW7
218671_s_at,-0.402998422,7.028442462,-2.66354941,0.01174801,0.462768336,-2.767125675,ATP5IF1
202660_at,0.446418458,4.763320739,2.662576402,0.01177602,0.463307967,-2.768945674,ITPR2
218737_at,-0.310169309,6.081775415,-2.662484919,0.011778657,0.463307967,-2.769116771,SBNO1
212642_s_at,-0.40634782,7.231426063,-2.661723656,0.011800619,0.463400394,-2.770540397,HIVEP2
244769_at,0.520027387,3.29699314,2.661687385,0.011801667,0.463400394,-2.770608222,SLC12A2-DT
1558793_at,0.275293307,1.826601318,2.661522348,0.011806433,0.463400394,-2.77091682,FRY-AS1
233500_x_at,0.33083527,2.329412956,2.661219067,0.011815198,0.463411715,-2.771483889,CLEC2D
225544_at,0.415648119,6.814507042,2.660178405,0.011845316,0.464259983,-2.773429407,TBX3
222230_s_at,-0.55784531,5.955110684,-2.659742371,0.011857957,0.464422501,-2.774244438,ACTR10
211428_at,-0.555025703,2.327889898,-2.659411773,0.01186755,0.464465483,-2.774862335,SERPINA1
226019_at,0.368525132,3.944175524,2.65778331,0.011914905,0.465850687,-2.777905319,OMA1
202961_s_at,-0.489524009,7.599923754,-2.657472195,0.011923973,0.465850687,-2.778486547,ATP5MF
1554318_at,0.417765946,3.569707797,2.657316789,0.011928504,0.465850687,-2.778776865,FKBP6P2
239086_at,0.457226846,3.150511488,2.656978405,0.011938377,0.465903458,-2.779408971,IDNK
206334_at,0.259938861,3.143488048,2.655831665,0.01197189,0.466878086,-2.781550745,LIPF
216266_s_at,-0.453153155,3.118128131,-2.655176545,0.011991075,0.466957152,-2.782774069,ARFGEF1
229046_s_at,0.370678453,5.150008183,2.654997732,0.011996316,0.466957152,-2.783107941,PLEKHB1
202134_s_at,0.679230896,4.760378687,2.65488781,0.011999539,0.466957152,-2.783313176,WWTR1
235395_at,-0.787323394,3.364645807,-2.654081004,0.01202322,0.467518491,-2.784819404,SEC63
1559413_at,0.404128872,4.587257899,2.653814047,0.012031066,0.467518491,-2.785317725,TCP11L2
228574_at,0.407153821,5.359367606,2.653396316,0.012043351,0.467663519,-2.786097434,TMTC2
223812_at,0.363489498,3.669987506,2.653062549,0.012053176,0.467712842,-2.78672037,FAM178B
229715_at,-0.43401067,4.493085132,-2.651959961,0.012085684,0.468417076,-2.788777881,NCR3LG1
218042_at,-0.292953641,2.960112639,-2.651865963,0.012088459,0.468417076,-2.788953265,COPS4
235527_at,-0.646585851,5.787430301,-2.651339379,0.012104016,0.468687743,-2.78993571,DLGAP1
1558999_x_at,0.300283229,2.273750692,2.650671824,0.012123765,0.468962708,-2.791180996,PDPR2P
